,Author,Journal,"Number of citations","Pubmed id","Reference describes",Title,Volume,Year,"Modification date"
21493652,"Barnett D,Garrison E,Quinlan A,Strömberg M,Marth G.",Bioinformatics,42," 21493652",BamTools,"BamTools: a C++ API and toolkit for analyzing and managing BAM files.",,2011,"20 May 2011 02:51:48"
21493656,"Krueger F,Andrews SR",Bioinformatics,136," 21493656",Bismark,"Bismark: a flexible aligner and methylation caller for Bisulfite-Seq applications",27(11),2011,"2 August 2011 14:14:38"
21504602,"Nicolae M,Mangul S,Mandoiu II,Zelikovsky A.","Algorithms Mol Biol",24," 21504602",IsoEM,"Estimation of alternative splicing isoform frequencies from RNA-Seq data",6,2011,"28 April 2011 18:42:20"
21515631,"Hackenberg M,Rodríguez-Ezpeleta N,Aransay AM.","Nucleic Acids Research",50," 21515631",MiRanalyzer,"miRanalyzer: an update on the detection and analysis of microRNAs in high-throughput sequencing experiments",,2011,"14 September 2011 00:40:31"
21554709,"Feng X,Grossman R,Stein L.","BMC Bioinformatics",23," 21554709",PeakRanger,"PeakRanger: a cloud-enabled peak caller for ChIP-seq data",12,2011,"27 October 2011 20:54:00"
21565797,"Lutsik P,Feuerbach L,Arand J,Lengauer T,Walter J,Bock C.","Nucleic Acids Research",23," 21565797","BiQ Analyzer HT","BiQ Analyzer HT: locus-specific analysis of DNA methylation by high-throughput bisulfite sequencing",,2011,"11 April 2012 13:03:14"
21572440,"Grabherr MG,Haas BJ,Yassour M,Levin JZ,Thompson DA,Amit I,Adiconis X,Fan L,Raychowdhury R,Zeng Q,Chen Z,Mauceli E,Hacohen N,Gnirke A,Rhind N,di Palma F,Birren BW,Nusbaum C,Lindblad-Toh K,Friedman N,Regev A","Nature Biotechnology",826," 21572440",Trinity,"Full-length transcriptome assembly from RNA-Seq data without a reference genome",29,2011,"12 September 2011 00:12:28"
21575167,"Ye Y,Choi JH,Tang H.","BMC Bioinformatics",18," 21575167",RAPSearch,"RAPSearch: a Fast Protein Similarity Search Tool for Short Reads.",12,2011,"20 May 2011 04:03:26"
21575597,"Wang L,Wang X,Liang Y,Zhang X.","Biochem Biophys Res Commun.",3," 21575597",SeqSaw,"Observations on novel splice junctions from RNA sequencing data.",409(2),2011,"23 January 2013 03:27:35"
21586516,"Hormozdiari F,Hach F,Sahinalp SC,Eichler EE,Alkan C.",Bioinformatics,3," 21586516",DrFAST,"Sensitive and fast mapping of di-base encoded reads.",,2011,"20 May 2011 03:14:23"
21589938,"Warren RL,Holt RA.","PLoS One",9," 21589938",TASR,"Targeted assembly of short sequence reads.",,2011,"20 May 2011 03:19:57"
21593131,"Ge H,Liu K,Juan T,Fang F,Newman M,Hoeck W.",Bioinformatics,39," 21593131",FusionMap,"FusionMap: detecting fusion genes from next-generation sequencing data at base-pair resolution",,2011,"21 May 2011 12:30:09"
21621601,"Carr IM,Morgan JE,Diggle CP,Sheridan E,Markham AF,Logan CV,Inglehearn CF,Taylor GR,Bonthron DT.",Genomics,2," 21621601",Illuminator,"Illuminator, a desktop program for mutation detection using short-read clonal sequencing.",,2011,"7 June 2011 18:08:38"
21625565,"McPherson A,Hormozdiari F,Zayed A,Giuliany R,Ha G,Sun MG,Griffith M,Heravi Moussavi A,Senz J,Melnyk N,Pacheco M,Marra MA,Hirst M,Nielsen TO,Sahinalp SC,Huntsman D,Shah SP.","PLoS Computational Biology",89," 21625565",DeFuse,"deFuse: An Algorithm for Gene Fusion Discovery in Tumor RNA-Seq Data.",,2011,"2 June 2011 18:43:59"
21645377,"Nguyen T,Shi W,Ruden D.","BMC Res Notes",7," 21645377",CloudAligner,"CloudAligner: A fast and full-featured MapReduce based tool for sequence mapping.",,2011,"14 September 2011 16:02:19"
21646339,"López-Fernández H,Glez-Peña D,Reboiro-Jato M,Gómez-López G,Pisano DG,Fdez-Riverola F.","Nucleic Acids Research",3," 21646339",PileLine,"PileLineGUI: a desktop environment for handling genome position files in next-generation sequencing studies.",,2011,"31 August 2011 14:30:29"
21646344,"Cheung MS,Down TA,Latorre I,Ahringer J.","Nucleic Acids Research",32," 21646344",BEADS,"Systematic bias in high-throughput sequencing data and its correction by BEADS.",,2011,"14 September 2011 16:15:27"
21651976,"Kong Y.",Genomics,35," 21651976",Btrim,"Btrim: A fast, lightweight adapter and quality trimming program for next-generation sequencing technologies",98(2),2011,"6 September 2011 09:39:28"
21653520,"Bansal V,Libiger O.",Bioinformatics,5," 21653520",PiCall,"A probabilistic method for the detection and genotyping of small indels from population-scale sequence data.",,2011,"14 September 2011 16:12:07"
21653521,"Oscar Flores and Modesto Orozco","Bioinformatics (Oxford)",14," 21653521",NucleR,"nucleR: a package for non-parametric nucleosome positioning",--,2011,"30 June 2011 15:56:11"
21653522,"Danecek P,Auton A,Abecasis G,Albers CA,Banks E,Depristo MA,Handsaker RE,Lunter G,Marth GT,Sherry ST,McVean G,Durbin R; 1000 Genomes Project Analysis Group.",Bioinformatics,287," 21653522",VCFtools,"The variant call format and VCFtools.",27,2011,"5 August 2011 14:21:23"
21659319,"Ginolhac A,Rasmussen M,Gilbert MT,Willerslev E,Orlando L.",Bioinformatics,33," 21659319",MapDamage,"mapDamage: testing for damage patterns in ancient DNA sequences.",,2011,"14 September 2011 16:08:32"
21672185,"Fernandes F,da Fonseca PG,Russo LM,Oliveira AL,Freitas AT","BMC Bioinformatics",1," 21672185",TAPyR,"Efficient alignment of pyrosequencing reads for re-sequencing applications",12,2011,"5 December 2011 14:54:56"
21674231,"Bengtsson J,Eriksson KM,Hartmann M,Wang Z,Shenoy BD,Grelet G-A,Abarenkov K,Petri A,Alm Rosenblad M,Nilsson RH","Antonie van Leeuwenhoek Journal of Microbiology",9," 21674231",Metaxa,"Metaxa: a software tool for automated detection and discrimination among ribosomal small subunit (12S/16S/18S) sequences of archaea, bacteria, eukaryotes, mitochondria, and chloroplasts in metagenomes and environmental sequencing datasets",,2011,"20 June 2011 08:58:59"
21679424,"Feldmeyer B,Wheat CW,Krezdorn N,Rotter B,Pfenninger M.","BMC Genomics",55," 21679424","SeqMan NGen","Short read Illumina data for the de novo assembly of a non-model snail species transcriptome (Radix balthica, Basommatophora, Pulmonata), and a comparison of assembler performance.","2011 Jun 16;12:317. doi: 10.1186/1471-2164-12-317.",2011,"26 October 2011 14:51:58"
21682852,"Philippe N,Salson M,Lecroq T,Léonard M,Commes T,Rivals E","BMC Bioinformatics",1," 21682852","Gk arrays","Querying large read collections in main memory: a versatile data structure.",12,2011,"7 October 2011 11:03:23"
21685085,"Balzer S,Malde K,Jonassen I.",Bioinformatics,25," 21685085",FlowSim,"Systematic exploration of error sources in pyrosequencing flowgram data.",27,2011,"3 August 2011 01:30:03"
21689413,"Simola DF,Kim J.","Genome Biology",8," 21689413",Sniper,"Sniper: improved SNP discovery by multiply mapping deep sequenced reads.",,2011,"14 September 2011 16:05:42"
21697132,"Pireddu L,Leo S,Zanetti G.",Bioinformatics,12," 21697132",SEAL,"SEAL: a distributed short read mapping and duplicate removal tool.",,2011,"14 September 2011 15:58:03"
21700266,"Rope AF,Wang K,Evjenth R,Xing J,Johnston JJ,Swensen JJ,Johnson WE,Moore B,Huff CD,Bird LM,Carey JC,Opitz JM,Stevens CA,Jiang T,Schank C,Fain HD,Robison R,Dalley B,Chin S,South ST,Pysher TJ,Jorde LB,Hakonarson H,Lillehaug JR,Biesecker LG,Yandell M,Arnesen T,Lyon GJ.","The American Journal of Human Genetics",44," 21700266",VAAST,"Using VAAST to identify an X-linked disorder resulting in lethality in male infants due to N-terminal acetyltransferase deficiency.",89,2011,"27 September 2011 08:53:16"
21700766,"Yandell M,Huff C,Hu H,Singleton M,Moore B,Xing J,Jorde LB,Reese MG.","Genome Research",72," 21700766",VAAST,"A probabilistic disease-gene finder for personal genomes.",21,2011,"27 September 2011 08:49:56"
21705602,"Hunyadkürti J,Feltóti Z,Horváth B,Nagymihály M,Vörös A,McDowell A,Patrick S,Urbán E,Nagy I.","Journal of Bacteriology",14," 21705602","Omixon Variant Toolkit","Complete genome sequence of Propionibacterium acnes type IB strain 6609",193,2011,"22 February 2012 23:59:00"
21706000,"Smallwood SA,Tomizawa S,Krueger F,Ruf N,Carli N,Segonds-Pichon A,Sato S,Hata K,Andrews SR,Kelsey G","Nature Genetics",118," 21706000",SeqMonk,"Dynamic CpG island methylation landscape in oocytes and preimplantation embryos.",43,2011,"29 August 2011 11:03:18"
21712251,"Willing EM,Hoffmann M,Klein JD,Weigel D,Dreyer C.",Bioinformatics,21," 21712251",RApiD,"Paired-end RAD-seq for de novo assembly and marker design without available reference.",,2011,"14 September 2011 14:22:38"
21715389,"Thomas-Chollier M,Defrance M,Medina-Rivera A,Sand O,Herrmann C,Thieffry D,van Helden J.","Nucleic Acids Research",61," 21715389","RSAT peak-motifs","RSAT 2011: regulatory sequence analysis tools",39,2011,"15 October 2011 04:57:18"
21724593,"Menges F,Narzisi G,Mishra B.",Bioinformatics,0," 21724593",TOTALRECALLER,"TOTALRECALLER: improved accuracy and performance via integrated alignment and base-calling",,2011,"14 September 2011 15:43:58"
21724594,"Pedersen B,Hsieh TF,Ibarra C,Fischer RL.",Bioinformatics,19," 21724594",MethylCoder,"MethylCoder: software pipeline for bisulfite-treated sequences.",17,2011,"31 August 2011 14:22:25"
21771335,"Lysholm F,Andersson B Dr,Persson B Dr.","BMC Bioinformatics",2," 21771335",FAAST,"FAAST: Flow-space Assisted Alignment Search Tool",12(1),2011,"4 August 2011 14:16:59"
21787385,"Rashid NU,Giresi PG,Ibrahim JG,Sun W,Lieb JD.","Genome Biology",37," 21787385",ZINBA,"ZINBA integrates local covariates with DNA-seq data to identify broad and narrow regions of enrichment, even within amplified genomic regions",,2011,"14 September 2011 15:37:58"
21803805,"Cibulskis K,McKenna A,Fennell T,Banks E,Depristo M,Getz G.",Bioinformatics,20," 21803805",ContEst,"ContEst: estimating cross-contamination of human samples in next-generation sequencing data",27,2011,"14 September 2011 13:59:02"
21803806,"Ramirez-Gonzalez R,Caccamo M,Maclean D.",Bioinformatics,1," 21803806",GeeFu,"Gee Fu: a sequence version and web-services database tool for genomic assembly, genome feature and NGS data.",,2011,"14 September 2011 14:05:15"
21810899,"Bao E,Jiang T,Kaloshian I,Girke T.",Bioinformatics,14," 21810899",SEED,"SEED: Efficient Clustering of Next Generation Sequences.",,2011,"5 August 2011 19:10:11"
21810900,"Zhou YH,Xia K,Wright FA.",Bioinformatics,22," 21810900",BBSeq,"A Powerful and Flexible Approach to the Analysis of RNA Sequence Count Data",,2011,"14 September 2011 14:16:31"
21810901,"Darling A,Tritt A,Eisen JA,Facciotti MT.",Bioinformatics,14," 21810901",Mauve,"Mauve Assembly Metrics.",,2011,"14 September 2011 00:43:11"
21813454,"Wei Z,Wang W,Hu P,Lyon GJ,Hakonarson H.","Nucleic Acids Research",32," 21813454",SNVer,"SNVer: a statistical tool for variant calling in analysis of pooled or individual next-generation sequencing data.",,2011,"5 August 2011 19:17:41"
21824971,"Singh D,Orellana CF,Hu Y,Jones CD,Liu Y,Chiang DY,Liu J,Prins JF.",Bioinformatics,20," 21824971",FDM,"FDM: A Graph-based Statistical Method to Detect Differential Transcription using RNA-seq data",,2011,"31 August 2011 14:03:06"
21828086,"Sathirapongsasuti JF,Lee H,Horst BA,Brunner G,Cochran AJ,Binder S,Quackenbush J,Nelson SF.",Bioinformatics,87," 21828086",ExomeCNV,"Exome Sequencing-Based Copy-Number Variation and Loss of Heterozygosity Detection: ExomeCNV",,2011,"14 September 2011 15:54:05"
21831268,"Melsted,Pall
Pritchard,Jonathan K","BMC Bioinformatics",15," 21831268",BFCounter,"Efficient counting of k-mers in DNA sequences using a bloom filter",12,2011,"6 September 2011 08:15:57"
21835007,"Kim D,Salzberg SL.","Genome Biology",72," 21835007",TopHat-Fusion,"TopHat-Fusion: an algorithm for discovery of novel fusion transcripts.",,2011,"14 August 2011 03:59:47"
21840877,"Iyer MK,Chinnaiyan AM,Maher CA.",Bioinformatics,38," 21840877",ChimeraScan,"ChimeraScan: A tool for identifying chimeric transcription in sequencing data",,2011,"14 September 2011 15:46:25"
21851591,"Corcoran DL,Georgiev S,Mukherjee N,Gottwein E,Skalsky RL,Keene JD,Ohler U.","Genome Biology",53," 21851591",PARalyzer,"PARalyzer: Definition of RNA binding sites from PAR-CLIP short-read sequence data.",,2011,"14 September 2011 15:50:01"
21858125,"Klein JD,Ossowski S,Schneeberger K,Weigel D,Huson DH.","PLoS One",7," 21858125",LOCAS,"LOCAS - A Low Coverage Assembly Tool for Resequencing Projects.",,2011,"14 September 2011 00:46:22"
21859476,"Liu T,Ortiz JA,Taing L,Meyer CA,Lee B,Zhang Y,Shin H,Wong SS,Ma J,Lei Y,Pape UJ,Poidinger M,Chen Y,Yeung K,Brown M,Turpaz Y,Liu XS.","Genome Biology",98," 21859476",Cistrome,"Cistrome: an integrative platform for transcriptional regulation studies.",,2011,"14 September 2011 13:52:56"
21873641,"Jagla B,Wiswedel B,Coppée JY.",Bioinformatics,6," 21873641",KNIME,"Extending KNIME for Next Generation Sequencing data analysis.",,2011,"14 September 2011 02:03:59"
21876754,"Chapman JA,Ho I,Sunkara S,Luo S,Schroth GP,Rokhsar DS.","PLoS One",8," 21876754",Meraculous,"Meraculous: de novo genome assembly with short paired-end reads.",,2011,"13 September 2011 19:07:57"
21896509,"Wu J,Akerman M,Sun S,McCombie WR,Krainer AR,Zhang MQ.",Bioinformatics,16," 21896509",SpliceTrap,"SpliceTrap: a method to quantify alternative splicing under single cellular conditions.",,2011,"10 September 2011 21:19:48"
21903629,"Magoc T,Salzberg SL.",Bioinformatics,74," 21903629",FLASH,"FLASH: Fast Length Adjustment of Short Reads to Improve Genome Assemblies.",,2011,"13 September 2011 19:11:18"
21903743,"Tarazona S,Carcia-Alcade F,Dopazo J,Ferrer A and Conesa A","Genome Research",147," 21903743",NOISeq,"Differential expression in RNA-seq: a matter of depth.",21,2011,"14 September 2012 09:53:16"
21949271,"Dale RK,Pedersen BS,Quinlan AR",Bioinformatics,17," 21949271",Pybedtools,"Pybedtools: a flexible Python library for manipulating genomic datasets and annotations.",,2011,"16 October 2011 15:39:00"
21959868,"Ficklin SP,Sanderson LA,Cheng CH,Staton ME,Lee T,Cho IH,Jung S,Bett KE,Main D.",Database,7," 21959868",Tripal,"Tripal: a construction toolkit for online genome databases.",,2011,"6 February 2013 22:03:53"
21961884,"Ondov BD,Bergman NH,Phillippy AM","BMC Bioinformatics",40," 21961884",Krona,"Interactive metagenomic visualization in a Web browser.",12,2011,"8 November 2011 20:48:53"
21983784,"Rivas,M.A.,et al","Nature Genetics",167," 21983784",Syzygy,"Deep resequencing of GWAS loci identifies independent rare variants associated with inflammatory bowel disease.",43,2011,"24 January 2012 01:26:51"
21984761,"Lindenbaum & al.",Bioinformatics,4," 21984761",Knime4Bio,"Knime4Bio: a set of custom nodes for the interpretation of Next Generation Sequencing data with KNIME.",,2011,"19 October 2011 08:03:14"
21988959,"Lou SK,Li JW,Qin H,Yim AK,Lo LY,Ni B,Leung KS,Tsui SK,Chan TF.","BMC Bioinformatics",0," 21988959",ABMapper,"Detection of splicing events and multiread locations from RNA-seq data based on a geometric-tail (GT) distribution of intron length",,2011,"19 December 2011 15:53:36"
21998647,"Cumbie JS,Kimbrel JA,Di Y,Schafer DW,Wilhelm LJ,Fox SE,Sullivan CM,Curzon AD,Carrington JC,Mockler TC,Chang JH.","PLoS One",18," 21998647",GENE-Counter,"GENE-Counter: A Computational Pipeline for the Analysis of RNA-Seq Data for Gene Expression Differences.",6,2011,"28 October 2011 09:52:26"
21998740,"Matthias Zytnicki,Hadi Quesneville","PLoS One",10," 21998740",S-MART,"S-MART, A Software Toolbox to Aid RNA-seq Data Analysis",6,2011,"28 October 2011 10:01:13"
21999641,"Kallio MA,Tuimala JT,Hupponen T,Klemela P,Gentile M,Scheinin I,Koski M,Kaki J,Korpelainen EI","BMC Genomics",30," 21999641",Chipster,"Chipster: user-friendly analysis software for microarray and other high-throughput data",12,2011,"13 November 2011 15:49:43"
22035330,"Newkirk D,Biesinger J,Chon A,Yokomori K,Xie X.","Journal of Computational Biology",6," 22035330",AREM,"AREM: Aligning Short Reads from ChIP-Sequencing by Expectation Maximization",18,2011,"10 November 2011 00:54:46"
22039209,"Gusnanto A,Wood HM,Pawitan Y,Rabbitts P,Berri S.",Bioinformatics,24," 22039209",CNANorm,"Correcting for cancer genome size and tumour cell content enables better estimation of copy number alterations from next generation sequence data.",,2011,"18 November 2011 10:00:18"
22039460,,"PLoS One",42," 22039460",ConDeTri,"ConDeTri--a content dependent read trimmer for Illumina data",,2011,"26 January 2012 08:40:32"
22069465,"Renaud G,Neves P,Folador EL,Ferreira CG,Passetti F.","PLoS One",4," 22069465",Segtor,"Segtor: rapid annotation of genomic coordinates and single nucleotide variations using segment trees.",,2011,"3 March 2012 15:33:23"
22086956,"Li JW,Robison K,Martin M,Sjödin A,Usadel B,Young M,Olivares EC,Bolser DM","Nucleic Acids Res.",13," 22086956",SEQwiki:About,"The SEQanswers wiki: a wiki database of tools for high-throughput sequencing analysis.",40,2012,"31 May 2012 07:17:58"
22102585,"Abeel T,Van Parys T,Saeys Y,Galagan J,Van de Peer Y.","Nucleic Acids Research",20," 22102585",GenomeView,"GenomeView: a next-generation genome browser.","doi: 10.1093/nar/gkr995",2011,"8 December 2011 22:10:59"
22113082,"Tsirigos A,Haiminen N,Bilal E,Utro F",Bioinformatics,4," 22113082",GenomicTools,"GenomicTools: a computational platform for developing high-throughput analytics in genomics",28(2),2012,"13 April 2012 13:04:55"
22155869,"Schmieder R,Lim YW and Edwards R",Bioinformatics,14," 22155869",RiboPicker,"Identification and removal of ribosomal RNA sequences from metatranscriptomes",28,2012,"21 February 2012 03:18:53"
22156398,"Balázs Horváth,Judit Hunyadkürti,Andrea Vörös,Csaba Fekete,Edit Urbán,Lajos Kemény and István Nagy","Journal of Bacteriology",12," 22156398","Omixon Variant Toolkit","Genome sequence of Propionibacterium acnes type II strain ATCC 11828",194,2012,"22 February 2012 23:53:18"
22199257,"Chen LY,Wei KC,Huang AC,Wang K,Huang CY,Yi D,Tang CY,Galas DJ,Hood LE","Nucleic Acids Res.",5," 22199257",RNASEQR,"RNASEQR--a streamlined and accurate RNA-seq sequence analysis program.",40(6),2012,"6 August 2012 17:37:22"
22205509,"Halbritter F,Vaidya HJ,Tomlinson SR","Nature Methods",14," 22205509",GeneProf,"GeneProf: analysis of high-throughput sequencing experiments.",9,2011,"30 January 2012 23:43:54"
22217937,"Ross-Innes CS,Stark R,Teschendorff AE,Holmes KA,Ali HR,Dunning MJ,Brown GD,Gojis O,Ellis IO,Green AR,Ali S,Chin SF,Palmieri C,Caldas C,Carroll JS.",Nature,143," 22217937",DiffBind,"Differential oestrogen receptor binding is associated with clinical outcome in breast cancer.",481(7381),2012,"8 October 2013 12:51:17"
22228657,"Lee J,Whon TW,Shin NR,Roh SW,Kim J,Park SK,Kim MS,Shin KS,Lee JS,Lee KC,Kim YO,Bae JW","International Journal of Systematic and Evolutionary Microbiology",3," 22228657",Lasergene,"Ruegeria conchae sp. nov. isolated from the ark clam in the South sea of Korea",62,2012,"10 December 2012 17:03:29"
22228662,"Srinivasan S,Lee JJ,Lim S,Joe M,Kim MK","International Journal of Systematic and Evolutionary Microbiology",4," 22228662",Lasergene,"Deinococcus humi sp. nov., isolated from soil",62,2012,"10 December 2012 20:26:58"
22234300,"Ishii T,Nonaka K,Iwatsuki M,Masuma R,Omura S,Shiomi K","The Journal of Antibiotics",1," 22234300",Lasergene,"Virgaricin produced by Virgaria sp. FKI-4860",65,2012,"17 September 2012 16:47:28"
22239737,"Challis D,Yu J,Evani US,Jackson AR,Paithankar S,Coarfa C,Milosavljevic A,Gibbs RA,Yu F.","BMC Bioinformatics",46," 22239737","Atlas Suite","An integrative variant analysis suite for whole exome next-generation sequencing data.",13,2012,"3 October 2012 20:01:58"
22239826,"Koepke,T.","BMC Genomics",8," 22239826","SeqMan NGen","Rapid gene-based SNP and haplotype marker development in non-model eukaryotes using 3'UTR sequencing",13,2012,"1 August 2012 20:40:08"
22244497,"Klus P,Lam S,Lyberg D,Cheung MS,Pullan G,McFarlane I,Yeo GS,Lam BY.","BMC Research Notes",6," 22244497",BarraCUDA,"BarraCUDA - a fast short read sequence aligner using graphics processing units.",5,2012,"14 February 2012 15:00:45"
22287627,"McCarthy,D. J.
Chen,Y.
Smyth,G. K.","Nucleic Acids Research",82," 22287627",EdgeR,"Differential expression analysis of multifactor RNA-Seq experiments with respect to biological variation",40,2012,"5 November 2012 17:30:03"
22300766,,,255," 22300766",VarScan,,,,"2 October 2013 20:32:33"
22302574,"Sun R,Love MI,Zemojtel T,Emde AK,Chung HR,Vingron M,Haas SA","Bioinformatics (Oxford)",2," 22302574",Breakpointer,"Breakpointer: using local mapping  artifacts to support sequence breakpoint  discovery from single-end reads",,2012,"7 February 2012 11:00:37"
22307507,"Chung EJ,Park TS,Jeon CO,Chung YR","International Journal of Systematic and Evolutionary Microbiology",5," 22307507",Lasergene,"Chitinophaga oryziterrae sp. nov., isolated from the rhizosphere soil of rice (Oryza sativa L.)",62,2012,"10 December 2012 16:55:53"
22308367,"Stegemann S,Keuthe M,Greiner S,Bock R",PNAS,23," 22308367","SeqMan NGen","Horizontal transfer of chloroplast genomes between plant species",109,2012,"10 December 2012 20:21:27"
22328750,"Kriszt B,Táncsics A,Cserháti M,Tóth A,Nagy I,Horváth B,Tamura T,Kukolya J,Szoboszlay S.","Journal of Bacteriology",4," 22328750","Omixon Variant Toolkit","De Novo Genome Project for the Aromatic Degrader Rhodococcus pyridinivorans Strain AK37",194,2012,"23 February 2012 00:05:55"
22328759,"Csepregi K,Valasek A,Pénzes A,Tóth Z,Kiss EÍ,Kerepesi I,Horváth B,Nagy I,Fekete C.","Journal of Bacteriology",1," 22328759","Omixon Variant Toolkit","Draft Genome Sequence of an Efficient Antibiotic-Producing Industrial Strain of Saccharomonospora azurea, SZMC 14600",194,2012,"23 February 2012 00:02:27"
22345439,"Yu M,Liu X,Cao S,Zhao Z,Zhang K,Xie Q,Chen C,Gao S,Bi Y,Sun L,Ye X,Gao GF,Liu W","Journal of Virology",8," 22345439",Lasergene,"Identification and characterization of three novel nuclear export signals in the influenza A virus nucleoprotein",86,2012,"10 December 2012 20:43:45"
22353365,"Krost C,Petersen R,Schmidt ER",Gene,5," 22353365",Bort,"The transcriptomes of columnar and standard type apple trees (Malus x domestica) - a comparative study",498,2012,"5 October 2012 10:04:08"
22368170,"Cui Y,Kang MS,Woo SG,Jin L,Kim KK,Park J,Lee M,Lee ST.","International Journal of Systematic and Evolutionary Microbiology",2," 22368170",Lasergene,"Brevibacterium daeguense sp. nov., a nitrate-reducing bacterium isolated from a 4-chlorophenol enrichment culture",63,2013,"11 February 2013 17:08:46"
22368243,"MH Schulz,DR Zerbino,M Vingron and E Birney","Bioinformatics (Oxford)",222," 22368243",Oases,"Oases: Robust de novo RNA-seq assembly across the dynamic range of expression levels",,2012,"16 March 2012 15:27:33"
22373907,"Jason Ernst and Manolis Kellis","Nature Methods",82," 22373907",ChromHMM,"ChromHMM: automating chromatin-state discovery and characterization",9,2012,"1 March 2012 17:36:19"
22374964,"Gyllborg MC,Sahl JW,Cronin DC 3rd,Rasko DA,Mandel MJ","Journal of Bacteriology",2," 22374964","SeqMan NGen","Draft genome sequence of Vibrio fischeri SR5, a strain isolated from the light organ of the Mediterranean squid Sepiola robusta",194,2012,"10 December 2012 20:17:31"
22388286,"Benjamin Langmead,Steven L. Salzberg","Nature Methods","1,052"," 22388286",Bowtie,"Fast gapped-read alignment with Bowtie 2",9,2012,"16 September 2013 13:38:47"
22396523,"Sutton KA,Jungnickel MK,Jovine L,Florman HM","Molecular Biology and Evolution",7," 22396523",Lasergene,"Evolution of the Voltage Sensor Domain of the Voltage-Sensitive Phosphoinositide Phosphatase VSP/TPTE Suggests a Role as a Proton Channel in Eutherian Mammals",,2012,"17 September 2012 16:52:37"
22419780,"Li JW,Schmieder R,Ward RM,Delenick J,Olivares EC,Mittelman D",Bioinformatics,19," 22419780",SEQwiki:About,"SEQanswers: an open access community for collaboratively decoding genomes.",28,2012,"31 May 2012 07:24:23"
22427445,"Lee DH,Cho SJ,Kim SM,Lee SB.","International Journal of Systematic and Evolutionary Microbiology",2," 22427445",Lasergene,"Winogradskyella damuponensis sp. nov., isolated from seawater",63,2013,"11 February 2013 17:10:22"
22445902,"Milne I,Stephen G,Bayer M,Cock PJ,Pritchard L,Cardle L,Shaw PD,Marshall D","Brief Bioinform.",56," 22445902",Tablet,"Using Tablet for visual exploration of second-generation sequencing data.",,2012,"27 March 2012 14:59:06"
22474122,"Li J,Lupat R,Amarasinghe KC,Thompson ER,Doyle MA,Ryland GL,Tothill RW,Halgamuge SK,Campbell IG,Gorringe KL",Bioinformatics,41," 22474122",CONTRA,"CONTRA: copy number analysis for targeted resequencing","In press (published online ahead of print)",2012,"25 May 2012 04:28:27"
22490956,"Fagbohun OA,Bedi D,Grabchenko NI,Deinnocentes PA,Bird RC,Petrenko VA","Protein Engineering, Design, & Selection",5," 22490956",Lasergene,"Landscape phages and their fusion proteins targeted to breast cancer cells",25,2012,"10 December 2012 20:50:34"
22492192,"Yang X,Chockalingam SP,Aluru S.","Brief Bioinform",22," 22492192","Error Correction Evaluation Toolkit","A survey of error-correction methods for next-generation sequencing.",,2012,"8 September 2012 19:05:55"
22493175,"Huy H,Jin L,Lee YK,Lee KC,Lee JS,Yoon JH,Ahn CY,Oh HM.","International Journal of Systematic and Evolutionary Microbiology",1," 22493175",Lasergene,"Arenimonas daechungensis sp. nov., isolated from the sediment of a eutrophic reservoir",63,2013,"20 March 2013 16:12:51"
22505600,"An DS,Liu QM,Lee HG,Jung MS,Kim SC,Lee ST,Im WT.","International Journal of Systematic and Evolutionary Microbiology",6," 22505600",Lasergene,"Sphingomonas ginsengisoli sp. nov. and Sphingomonas sediminicola sp. nov.",63,2013,"20 March 2013 16:14:50"
22522390,"Gymrek M,Golan D,Rosset S,Erlich Y","Genome Research",35," 22522390",LobSTR,"lobSTR: A short tandem repeat profiler for personal genomes",22,2012,"1 September 2013 20:16:58"
22523165,"Nejat N,Vadamalai G,Davis RE,Harrison NA,Sijam K,Dickinson M,Abdullah SN,Zhao Y.","International Journal of Systematic and Evolutionary Microbiology",1," 22523165",Lasergene,"'Candidatus Phytoplasma malaysianum', a novel taxon associated with virescence and phyllody of Madagascar periwinkle (Catharanthus roseus)",63,2013,"20 March 2013 16:11:21"
22543367,"Matthew Kearse,Richard Moir,Amy Wilson,Steven Stones-Havas,Matthew Cheung,Shane Sturrock,Simon Buxton,Alex Cooper,Sidney Markowitz,Chris Duran,Tobias Thierer,Bruce Ashton,Peter Meintjes,and Alexei Drummond","Bioinformatics (Oxford)",146," 22543367",Geneious,"Geneious Basic: An integrated and extendable desktop software platform for the organization and analysis of sequence data",28,2012,"17 March 2014 23:39:58"
22544782,"Park SK,Kim MS,Bae JW.","International Journal of Systematic and Evolutionary Microbiology",0," 22544782",Lasergene,"Blautia faecis sp. nov., isolated from human faeces",63,2013,"20 March 2013 16:08:08"
22544799,"Lee DH,Cho SJ,Kim SM,Lee SB.","International Journal of Systematic and Evolutionary Microbiology",1," 22544799",Lasergene,"Psychroserpens damuponensis sp. nov., isolated from seawater",63,2013,"20 March 2013 16:07:01"
22570408,"Piazza R,Pirola A,Spinelli R,Valletta S,Redaelli S,Magistroni V,Gambacorti-Passerini C.","Nucleic Acids Research",9," 22570408",FusionAnalyser,"FusionAnalyser: a new graphical, event-driven tool for fusion rearrangements discovery.",,2012,"15 May 2012 11:24:26"
